Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Description,IsSynthetic
2022-06-08,3,100000,1975,12 out of 18,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,Family,3,Contact Agent,"3 BHK semi-furnished home of 1975 sq ft (super area) in Egmore, PH Road, Chennai. Located on 12 out of 18. Suitable for Family. 3 bathroom(s). Monthly rent: INR 100000.",No
2022-04-30,1,7000,400,1 out of 2,Super Area,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 400 sq ft (super area) in Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-05-06,2,17000,914,Ground out of 2,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 914 sq ft (super area) in Adambakkam, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-05-06,2,17000,1000,2 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Velachery, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-05-06,3,39000,1170,Ground out of 3,Super Area,Teynampet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1170 sq ft (super area) in Teynampet, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 39000.",No
2022-05-21,1,6500,350,Ground out of 1,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 350 sq ft (super area) in Mugalivakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6500.",No
2022-06-15,3,15000,1120,1 out of 2,Carpet Area,BHEL Nagar-Medavakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,"3 BHK unfurnished home of 1120 sq ft (carpet area) in BHEL Nagar-Medavakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-22,2,17000,1100,Ground out of 1,Super Area,"Puzhuthivakkam, Madipakkam",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1100 sq ft (super area) in Puzhuthivakkam, Madipakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-05-06,1,6800,500,Ground out of 3,Super Area,Thiruverkkadu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (super area) in Thiruverkkadu, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6800.",No
2022-05-20,3,110000,1435,5 out of 15,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,3,Contact Owner,"3 BHK furnished home of 1435 sq ft (super area) in Nungambakkam, Chennai. Located on 5 out of 15. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 110000.",No
2022-05-25,1,8500,200,1 out of 3,Carpet Area,Arumbakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 200 sq ft (carpet area) in Arumbakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8500.",No
2022-07-10,3,65000,1444,11 out of 14,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 1444 sq ft (super area) in Nungambakkam, Chennai. Located on 11 out of 14. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 65000.",No
2022-06-20,1,7500,350,1 out of 3,Super Area,Kilpauk,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 350 sq ft (super area) in Kilpauk, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7500.",No
2022-05-20,2,10000,800,1 out of 3,Super Area,Perumbakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Perumbakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-25,3,34000,1503,3 out of 7,Carpet Area,Ram Nagar-Nanganallur,Chennai,Semi-Furnished,Family,2,Contact Owner,"3 BHK semi-furnished home of 1503 sq ft (carpet area) in Ram Nagar-Nanganallur, Chennai. Located on 3 out of 7. Suitable for Family. 2 bathroom(s). Monthly rent: INR 34000.",No
2022-06-22,3,17000,1200,Ground out of 2,Super Area,Selaiyur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"3 BHK unfurnished home of 1200 sq ft (super area) in Selaiyur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 17000.",No
2022-06-27,3,23000,900,2 out of 3,Carpet Area,"Loganathan Colony, Mylapore",Chennai,Unfurnished,Bachelors,2,Contact Owner,"3 BHK unfurnished home of 900 sq ft (carpet area) in Loganathan Colony, Mylapore, Chennai. Located on 2 out of 3. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 23000.",No
2022-05-20,1,17000,625,4 out of 10,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 625 sq ft (super area) in Iyyappanthangal, Chennai. Located on 4 out of 10. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 17000.",No
2022-05-06,2,8500,860,1 out of 3,Super Area,Vandalur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 860 sq ft (super area) in Vandalur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8500.",No
2022-05-06,2,10000,960,1 out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 960 sq ft (super area) in Chromepet, GST Road, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-06,2,8000,550,1 out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,"2 BHK unfurnished home of 550 sq ft (super area) in Perungalathur, Chennai Bypass Road, Chennai. Located on 1 out of 3. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-05-06,3,30000,1000,Ground out of 2,Super Area,"Egmore, PH Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1000 sq ft (super area) in Egmore, PH Road, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 30000.",No
2022-05-06,1,15000,520,1 out of 3,Super Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 520 sq ft (super area) in Vadapalani, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-06-10,3,25000,1500,1 out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,"3 BHK unfurnished home of 1500 sq ft (super area) in Arumbakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-05-06,2,16500,966,1 out of 3,Super Area,Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 966 sq ft (super area) in Kolathur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16500.",No
2022-05-06,3,40000,1400,1 out of 2,Super Area,Semmancheri,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1400 sq ft (super area) in Semmancheri, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 40000.",No
2022-05-06,3,15000,1300,2 out of 7,Super Area,Sriperumbudur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1300 sq ft (super area) in Sriperumbudur, Chennai. Located on 2 out of 7. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-05,3,12000,1062,2 out of 3,Super Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1062 sq ft (super area) in Pudupakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-04-30,3,35000,1850,2 out of 3,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,"3 BHK semi-furnished home of 1850 sq ft (carpet area) in Thoraipakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 35000.",No
2022-04-30,2,8000,600,2 out of 3,Carpet Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 600 sq ft (carpet area) in Ambattur, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 8000.",No
2022-06-25,2,11000,1000,1 out of 2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Poonamallee, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 11000.",No
2022-05-25,3,20000,1065,4 out of 5,Super Area,Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1065 sq ft (super area) in Washermanpet, Chennai. Located on 4 out of 5. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 20000.",No
2022-07-02,3,17000,950,Ground out of 2,Carpet Area,"Kattupakkam, PH Road",Chennai,Unfurnished,Bachelors,3,Contact Owner,"3 BHK unfurnished home of 950 sq ft (carpet area) in Kattupakkam, PH Road, Chennai. Located on Ground out of 2. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 17000.",No
2022-06-10,2,9000,740,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 740 sq ft (super area) in Chitlapakkam, Chennai. Located on 1 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-05-25,2,16500,700,Ground out of 3,Super Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 700 sq ft (super area) in Ashok Nagar, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16500.",No
2022-06-19,2,12000,880,1 out of 3,Carpet Area,Thiruneermalai,Chennai,Unfurnished,Family,2,Contact Owner,"2 BHK unfurnished home of 880 sq ft (carpet area) in Thiruneermalai, Chennai. Located on 1 out of 3. Suitable for Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-24,2,12500,890,3 out of 11,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,"2 BHK unfurnished home of 890 sq ft (super area) in Padur, Old Mahabalipuram Road, Chennai. Located on 3 out of 11. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 12500.",No
2022-07-03,2,25000,1100,2 out of 2,Super Area,Besant Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1100 sq ft (super area) in Besant Nagar, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 25000.",No
2022-05-25,2,15000,700,1 out of 3,Super Area,Ambattur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,"2 BHK furnished home of 700 sq ft (super area) in Ambattur, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-10,3,14000,1155,15 out of 19,Super Area,Old Mahabalipuram Road,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"3 BHK unfurnished home of 1155 sq ft (super area) in Old Mahabalipuram Road, Chennai. Located on 15 out of 19. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 14000.",No
2022-06-16,3,72000,1500,2 out of 4,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 1500 sq ft (carpet area) in R.A Puram, Mandaiveli, Chennai. Located on 2 out of 4. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 72000.",No
2022-06-19,1,10000,550,Ground out of 4,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 550 sq ft (super area) in Ambattur, Chennai. Located on Ground out of 4. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-05-25,2,17000,1000,1 out of 5,Super Area,Mogappair East,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 1000 sq ft (super area) in Mogappair East, Chennai. Located on 1 out of 5. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 17000.",No
2022-07-11,2,12000,550,Ground out of 1,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 550 sq ft (super area) in Choolaimedu, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 12000.",No
2022-05-27,3,72000,2900,8 out of 9,Carpet Area,MRC Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,"3 BHK semi-furnished home of 2900 sq ft (carpet area) in MRC Nagar, Chennai. Located on 8 out of 9. Suitable for Bachelors. 3 bathroom(s). Monthly rent: INR 72000.",No
2022-05-25,3,26000,2100,1 out of 4,Super Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,"3 BHK semi-furnished home of 2100 sq ft (super area) in Sholinganallur, Chennai. Located on 1 out of 4. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 26000.",No
2022-07-02,2,10500,1000,Ground out of 1,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1000 sq ft (super area) in Perungalathur, Chennai Bypass Road, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10500.",No
2022-06-28,2,15000,800,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"2 BHK unfurnished home of 800 sq ft (super area) in Anakaputhur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 15000.",No
2022-06-23,2,8500,900,1 out of 1,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,"2 BHK unfurnished home of 900 sq ft (carpet area) in Valasaravakkam, Arcot Road, Chennai. Located on 1 out of 1. Suitable for Bachelors. 1 bathroom(s). Monthly rent: INR 8500.",No
2022-07-07,2,10000,800,2 out of 2,Carpet Area,Kovilambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Kovilambakkam, Chennai. Located on 2 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-06-14,2,10000,1015,Ground out of 2,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"2 BHK semi-furnished home of 1015 sq ft (super area) in Poonamallee, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 10000.",No
2022-06-11,3,25000,1700,7 out of 9,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1700 sq ft (super area) in Urapakkam, Vandalur R.F, GST Road, Chennai. Located on 7 out of 9. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 25000.",No
2022-05-12,1,10000,850,Ground out of 1,Super Area,Madambakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 850 sq ft (super area) in Madambakkam, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 10000.",No
2022-06-18,2,13000,1260,Ground out of 1,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"2 BHK semi-furnished home of 1260 sq ft (super area) in Porur, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 13000.",No
2022-05-06,2,16000,800,1 out of 2,Super Area,Nanganallur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (super area) in Nanganallur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 16000.",No
2022-06-29,1,5000,550,1 out of 1,Carpet Area,5000,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 550 sq ft (carpet area) in 5000, Chennai. Located on 1 out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 5000.",No
2022-06-17,2,9500,800,1 out of 2,Carpet Area,"Ask Nagar, Adambakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 800 sq ft (carpet area) in Ask Nagar, Adambakkam, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9500.",No
2022-06-07,3,18000,1200,1 out of 1,Carpet Area,Nesapakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,"3 BHK semi-furnished home of 1200 sq ft (carpet area) in Nesapakkam, Chennai. Located on 1 out of 1. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-19,3,24000,1570,Ground out of 2,Super Area,Selaiyur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,"3 BHK semi-furnished home of 1570 sq ft (super area) in Selaiyur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 24000.",No
2022-06-04,1,6166,570,Ground out of 2,Super Area,Mangadu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 570 sq ft (super area) in Mangadu, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6166.",No
2022-07-06,2,20000,900,3 out of 3,Super Area,Anna Nagar West,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Anna Nagar West, Chennai. Located on 3 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-07-06,2,13000,700,Ground out of 2,Super Area,Chintadripet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (super area) in Chintadripet, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-06-29,1,8000,500,Ground out of 1,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (super area) in Villivakkam, Jawaharlal Nehru Road, Chennai. Located on Ground out of 1. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 8000.",No
2022-05-25,2,18000,1000,1 out of 2,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 1000 sq ft (super area) in Sholinganallur, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-18,2,20000,700,Ground out of 2,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 700 sq ft (carpet area) in Mambalam West, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 20000.",No
2022-05-06,2,14000,690,Ground out of 2,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"2 BHK unfurnished home of 690 sq ft (super area) in Velachery, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 14000.",No
2022-07-03,2,15000,100,2 out of 2,Carpet Area,Mogappair East,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 100 sq ft (carpet area) in Mogappair East, Chennai. Located on 2 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-07-10,3,25000,1200,9 out of 11,Carpet Area,"Chromepet, GST Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,"3 BHK semi-furnished home of 1200 sq ft (carpet area) in Chromepet, GST Road, Chennai. Located on 9 out of 11. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 25000.",No
2022-06-29,2,26000,1200,1 out of 3,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,"2 BHK semi-furnished home of 1200 sq ft (carpet area) in Nungambakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors. 2 bathroom(s). Monthly rent: INR 26000.",No
2022-06-06,2,9000,800,Ground out of 2,Super Area,Mudichur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 800 sq ft (super area) in Mudichur, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9000.",No
2022-07-10,3,15000,1157,4 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,"3 BHK unfurnished home of 1157 sq ft (super area) in Kelambakkam, Old Mahabalipuram Road, Chennai. Located on 4 out of 8. Suitable for Bachelors/Family. 3 bathroom(s). Monthly rent: INR 15000.",No
2022-05-01,2,15000,780,1 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 780 sq ft (super area) in Velachery, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-06-18,3,130000,2792,5 out of 9,Super Area,Kellys,Chennai,Furnished,Bachelors/Family,5,Contact Owner,"3 BHK furnished home of 2792 sq ft (super area) in Kellys, Chennai. Located on 5 out of 9. Suitable for Bachelors/Family. 5 bathroom(s). Monthly rent: INR 130000.",No
2022-04-30,1,7500,500,Ground out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 500 sq ft (super area) in Pallikaranai, Chennai. Located on Ground out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7500.",No
2022-06-02,2,9500,750,1 out of 3,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 750 sq ft (super area) in Perumbakkam, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 9500.",No
2022-06-02,6,60000,1800,1 out of 3,Super Area,Besant Nagar,Chennai,Furnished,Bachelors/Family,6,Contact Owner,"6 BHK furnished home of 1800 sq ft (super area) in Besant Nagar, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 6 bathroom(s). Monthly rent: INR 60000.",No
2022-06-02,1,7000,500,Ground out of 3,Super Area,Koyambedu,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,"1 BHK semi-furnished home of 500 sq ft (super area) in Koyambedu, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 7000.",No
2022-06-14,2,23000,1153,15 out of 19,Super Area,Mangadu,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 1153 sq ft (super area) in Mangadu, Chennai. Located on 15 out of 19. Suitable for Family. 2 bathroom(s). Monthly rent: INR 23000.",No
2022-07-06,1,18000,500,1 out of 2,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,"1 BHK furnished home of 500 sq ft (super area) in Anna Nagar, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 18000.",No
2022-07-02,3,18000,1000,7 out of 18,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"3 BHK unfurnished home of 1000 sq ft (carpet area) in Kelambakkam, Old Mahabalipuram Road, Chennai. Located on 7 out of 18. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 18000.",No
2022-05-06,1,6000,510,1 out of 2,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 510 sq ft (super area) in Madhavaram, Guntur Chennai Highway, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6000.",No
2022-05-19,2,13000,730,2 out of 2,Carpet Area,Keelkattalai,Chennai,Semi-Furnished,Family,2,Contact Owner,"2 BHK semi-furnished home of 730 sq ft (carpet area) in Keelkattalai, Chennai. Located on 2 out of 2. Suitable for Family. 2 bathroom(s). Monthly rent: INR 13000.",No
2022-05-25,2,15000,950,Ground out of 3,Super Area,Velachery,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,"2 BHK unfurnished home of 950 sq ft (super area) in Velachery, Chennai. Located on Ground out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 15000.",No
2022-05-20,2,10000,730,2 out of 3,Super Area,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 730 sq ft (super area) in Santhosapuram, Medavakkam, Chennai. Located on 2 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-07-08,3,22000,1400,1 out of 3,Super Area,"Madhavaram, Guntur Chennai Highway",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"3 BHK semi-furnished home of 1400 sq ft (super area) in Madhavaram, Guntur Chennai Highway, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 22000.",No
2022-05-20,2,10000,900,1 out of 3,Super Area,Poonamallee,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,"2 BHK semi-furnished home of 900 sq ft (super area) in Poonamallee, Chennai. Located on 1 out of 3. Suitable for Bachelors/Family. 2 bathroom(s). Monthly rent: INR 10000.",No
2022-05-06,1,6500,506,1 out of 2,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,"1 BHK unfurnished home of 506 sq ft (super area) in Pallikaranai, Chennai. Located on 1 out of 2. Suitable for Bachelors/Family. 1 bathroom(s). Monthly rent: INR 6500.",No
