City,Area Locality,Rent,Size,BHK,Bathroom,Furnishing Status,Tenant Preferred
coimbatore,race course,51300,1391,3,3,semi-furnished,bachelors
coimbatore,singanallur,17900,812,2,1,unfurnished,bachelors/family
erode,thindal,24200,881,2,1,semi-furnished,bachelors
tirunelveli,kk nagar,32900,1266,3,2,semi-furnished,family
chennai,tambaram,51000,1508,3,2,unfurnished,bachelors
hosur,sipcot,20000,651,2,2,unfurnished,family
coimbatore,"rs puram, trichy road",8100,443,1,1,unfurnished,bachelors/family
tiruchirappalli,karumandapam,30200,1443,3,3,semi-furnished,bachelors/family
vellore,gandhi nagar,29600,948,2,2,furnished,bachelors/family
chennai,"ambattur, inner ring road",26600,914,2,2,unfurnished,bachelors/family
tiruppur,"avinashi road, dharapuram road",21000,838,2,1,unfurnished,bachelors/family
chennai,thoraipakkam,26700,863,2,1,unfurnished,bachelors/family
tiruchirappalli,woriur,10600,504,1,1,semi-furnished,bachelors/family
thanjavur,"new bus stand, trichy road",14200,569,1,1,furnished,family
chennai,perungudi,34700,1402,3,2,semi-furnished,family
chennai,"thoraipakkam, e coast road",47200,1620,3,2,unfurnished,bachelors
thoothukudi,muthiahpuram,15500,660,2,1,semi-furnished,family
madurai,"mattuthavani, melur road",25200,1519,3,2,unfurnished,bachelors/family
villupuram,villupuram town,9900,484,1,1,unfurnished,bachelors
coimbatore,"gandhipuram, trichy road",16100,578,1,1,semi-furnished,bachelors/family
nagercoil,"ramavarmapuram, kanyakumari road",23200,1084,2,2,semi-furnished,bachelors/family
thoothukudi,spic nagar,16800,959,2,1,unfurnished,family
chennai,perungudi,18600,508,1,1,semi-furnished,family
tirunelveli,"vasantha nagar, madurai road",14800,526,1,1,semi-furnished,bachelors/family
erode,perundurai road,14700,1000,2,1,unfurnished,bachelors/family
erode,"bhavani road, sathy road",29600,1142,2,1,semi-furnished,bachelors
chennai,anna nagar,15100,637,1,1,unfurnished,bachelors/family
chennai,"porur, p h road",13400,683,2,2,unfurnished,bachelors/family
chennai,porur,25300,858,2,1,furnished,family
thoothukudi,millerpuram,11300,616,1,1,furnished,family
sivakasi,krishnankoil,13000,504,1,1,semi-furnished,bachelors/family
chennai,sholinganallur,13500,627,1,1,furnished,family
coimbatore,"singanallur, avinashi road",14500,667,2,1,unfurnished,bachelors/family
chennai,mogappair,20500,618,1,1,unfurnished,bachelors
nagercoil,"kottar, kanyakumari road",18000,1242,3,3,semi-furnished,bachelors
chennai,"porur, arcot road",15200,455,1,1,unfurnished,bachelors/family
tiruchirappalli,"kk nagar, karur bypass",33700,1417,3,2,semi-furnished,bachelors
tiruchirappalli,srirangam,7800,545,1,1,unfurnished,family
chennai,"medavakkam, mount road",53100,1497,3,2,unfurnished,family
kumbakonam,darasuram,7700,421,1,1,unfurnished,family
chennai,"nungambakkam, e coast road",34800,1286,3,2,furnished,family
thoothukudi,"spic nagar, tuticorin main road",12700,643,1,1,unfurnished,bachelors
coimbatore,saravanampatti,75600,2328,4,3,furnished,bachelors/family
coimbatore,vadavalli,17100,931,2,2,unfurnished,family
nagercoil,vattakottai,15300,909,2,2,unfurnished,bachelors
chennai,pallikaranai,48400,1471,3,2,semi-furnished,bachelors
erode,veerappanchatram,18600,1114,2,1,semi-furnished,bachelors/family
madurai,tallakulam,39100,1651,3,2,unfurnished,family
madurai,"thirunagar, trichy road",50800,2202,4,2,semi-furnished,bachelors/family
villupuram,panruti road,28800,1392,3,3,semi-furnished,bachelors
kanchipuram,"big kanchipuram, walajabad road",19500,1375,3,2,semi-furnished,bachelors/family
salem,sodal,20800,786,2,2,furnished,bachelors
chennai,"thiruvanmiyur, inner ring road",15500,560,1,1,semi-furnished,family
chennai,thiruvanmiyur,14300,504,1,1,unfurnished,bachelors
coimbatore,singanallur,16500,572,1,1,semi-furnished,family
tirunelveli,"kk nagar, madurai road",12900,738,1,1,unfurnished,family
tiruppur,"veerapandi, dharapuram road",44600,1577,3,3,semi-furnished,bachelors
madurai,"anna nagar, melur road",8500,514,1,1,unfurnished,family
cuddalore,old town,15500,984,2,1,unfurnished,family
tiruppur,"kumaran road, palladam road",53200,1800,3,2,semi-furnished,bachelors/family
coimbatore,"saravanampatti, mettupalayam road",21800,823,2,1,semi-furnished,bachelors/family
salem,"suramangalam, bangalore bypass",13700,912,2,2,unfurnished,bachelors/family
coimbatore,"gandhipuram, mettupalayam road",12900,587,1,1,semi-furnished,bachelors
chennai,porur,22400,1088,3,3,semi-furnished,family
tiruchirappalli,"srirangam, salem road",12100,684,1,1,semi-furnished,bachelors/family
chennai,"sholinganallur, arcot road",30900,912,2,1,unfurnished,bachelors
coimbatore,kuniamuthur,35900,1043,2,1,furnished,bachelors/family
cuddalore,"old town, panruti road",20600,831,2,1,furnished,bachelors
coimbatore,"kalapatti, trichy road",27100,1182,2,1,semi-furnished,bachelors
thanjavur,"thanjavur town, trichy road",21200,896,2,2,semi-furnished,bachelors/family
coimbatore,"gandhipuram, mettupalayam road",23300,794,2,1,semi-furnished,bachelors/family
chennai,"t nagar, jawaharlal nehru road",21800,924,2,2,unfurnished,bachelors
dindigul,palani road,16900,1098,3,2,furnished,bachelors/family
chennai,perungudi,13900,427,1,1,semi-furnished,bachelors/family
tirunelveli,vasantha nagar,19200,992,2,1,unfurnished,bachelors/family
thoothukudi,"muthiahpuram, harbour road",21400,916,2,2,semi-furnished,bachelors/family
hosur,kelamangalam road,72600,2044,4,4,semi-furnished,bachelors/family
kanchipuram,"little kanchipuram, walajabad road",25000,1460,3,3,semi-furnished,bachelors
coimbatore,saravanampatti,15200,769,2,1,semi-furnished,bachelors
coimbatore,kalapatti,42400,1488,3,2,unfurnished,bachelors/family
tiruppur,palladam road,17600,613,2,2,semi-furnished,bachelors/family
madurai,"kk nagar, bypass road",28200,1027,2,1,semi-furnished,family
coimbatore,kuniamuthur,14000,739,2,2,unfurnished,bachelors/family
vellore,katpadi,11200,508,1,1,semi-furnished,bachelors
tiruchirappalli,"woriur, tanjore road",20300,801,2,2,semi-furnished,family
tiruchirappalli,kk nagar,23700,962,2,2,semi-furnished,bachelors
salem,ammapet,26900,1303,3,2,semi-furnished,bachelors
salem,fairlands,23300,861,2,2,unfurnished,bachelors
chennai,tambaram,19400,668,1,1,semi-furnished,bachelors/family
tiruppur,uthukuli road,29000,1039,2,1,unfurnished,family
chennai,"t nagar, sardar patel road",20200,844,2,1,furnished,bachelors
salem,"gorimedu, trichy road",18600,754,2,1,semi-furnished,family
madurai,anna nagar,18900,703,1,1,semi-furnished,bachelors
chennai,"thoraipakkam, jawaharlal nehru road",25000,800,2,1,semi-furnished,bachelors/family
tiruppur,"uthukuli road, palladam road",16800,776,2,1,semi-furnished,bachelors
salem,sodal,29000,1049,2,2,unfurnished,bachelors/family
chennai,nungambakkam,14900,517,1,1,furnished,bachelors
chennai,nungambakkam,38400,1535,3,3,furnished,bachelors/family
vellore,katpadi,15900,611,1,1,semi-furnished,bachelors/family
chennai,mylapore,22300,943,2,1,semi-furnished,bachelors
kanchipuram,"temple area, walajabad road",9500,723,2,1,semi-furnished,bachelors/family
tiruppur,uthukuli road,19800,791,2,1,unfurnished,bachelors/family
coimbatore,rs puram,26700,829,2,1,semi-furnished,bachelors
nagercoil,kottar,9000,556,1,1,unfurnished,family
salem,"sodal, trichy road",41000,2066,4,4,semi-furnished,bachelors/family
madurai,suryapandian,9700,575,1,1,semi-furnished,bachelors/family
erode,perundurai road,12800,540,1,1,semi-furnished,bachelors
chennai,thoraipakkam,10700,445,1,1,semi-furnished,family
tiruchirappalli,karumandapam,11600,619,1,1,semi-furnished,family
thanjavur,medical college road,20700,966,2,1,semi-furnished,bachelors/family
tiruppur,veerapandi,52100,1736,3,2,furnished,bachelors/family
tirunelveli,melapalayam,16500,750,2,1,unfurnished,bachelors
chennai,"t nagar, inner ring road",20300,932,2,2,semi-furnished,family
chennai,sholinganallur,48400,1443,3,3,unfurnished,bachelors/family
sivakasi,sivakasi town,38200,1437,3,2,semi-furnished,family
madurai,ss colony,37100,1476,3,2,unfurnished,bachelors/family
tiruchirappalli,"panjappur, tanjore road",24000,892,2,1,unfurnished,bachelors/family
salem,"fairlands, trichy road",13500,525,1,1,unfurnished,bachelors
salem,fairlands,12400,447,1,1,unfurnished,bachelors/family
erode,bhavani road,9800,419,1,1,unfurnished,bachelors
tiruchirappalli,cantonment,13400,763,2,1,semi-furnished,family
cuddalore,old town,24400,954,2,1,semi-furnished,bachelors
hosur,"rayakottai road, bangalore road",20300,875,2,2,semi-furnished,bachelors/family
tiruppur,"kumaran road, dharapuram road",23700,936,2,2,semi-furnished,bachelors/family
nagercoil,parvathipuram,17600,928,2,2,unfurnished,bachelors/family
chennai,"nungambakkam, old mahabalipuram road",25100,1106,2,1,furnished,bachelors/family
kumbakonam,kumbakonam town,10400,528,1,1,unfurnished,family
chennai,mogappair,14200,538,1,1,unfurnished,family
salem,"alagapuram, erode road",16500,927,2,1,furnished,bachelors/family
salem,gorimedu,32900,1042,2,1,furnished,bachelors/family
kanchipuram,little kanchipuram,17500,770,2,1,unfurnished,bachelors
dindigul,begampur,23000,997,2,1,semi-furnished,family
hosur,bagalur road,17100,627,1,1,furnished,bachelors
sivakasi,"krishnankoil, sattur road",24000,1583,3,3,unfurnished,bachelors/family
tirunelveli,thachanallur,15700,883,2,1,furnished,family
coimbatore,singanallur,23300,1110,2,2,unfurnished,family
salem,gorimedu,11300,662,2,1,semi-furnished,family
thoothukudi,"millerpuram, tuticorin main road",9800,733,2,2,unfurnished,family
coimbatore,"peelamedu, trichy road",12400,635,1,1,unfurnished,bachelors/family
salem,hasthampatti,24900,951,2,1,furnished,family
chennai,"adyar, sardar patel road",31700,1007,2,2,unfurnished,bachelors/family
cuddalore,tirupadripulyur,17100,824,2,1,furnished,bachelors/family
erode,perundurai road,13400,500,1,1,semi-furnished,family
erode,"sathy road, bhavani road",35900,1975,4,4,furnished,bachelors/family
cuddalore,tirupadripulyur,14400,574,1,1,furnished,bachelors/family
salem,gorimedu,22600,970,2,2,unfurnished,bachelors/family
madurai,"tallakulam, bypass road",35900,1681,4,3,unfurnished,bachelors
chennai,medavakkam,30500,861,2,2,semi-furnished,bachelors/family
madurai,tallakulam,15500,570,1,1,furnished,bachelors
tiruppur,"uthukuli road, palladam road",28500,1118,2,1,unfurnished,family
tiruchirappalli,"ponmalai, salem road",12900,449,1,1,semi-furnished,bachelors/family
salem,gorimedu,17800,1023,2,1,unfurnished,family
chennai,porur,31600,971,2,1,unfurnished,bachelors
dindigul,begampur,17200,788,2,2,semi-furnished,bachelors
tiruppur,palladam road,14400,677,2,2,semi-furnished,bachelors/family
chennai,velachery,35700,974,2,2,furnished,bachelors
thanjavur,voc nagar,6900,489,1,1,unfurnished,bachelors/family
chennai,"nungambakkam, p h road",52800,1714,3,2,unfurnished,bachelors/family
cuddalore,panruti road,33100,1938,4,4,furnished,bachelors
erode,karungalpalayam,9600,475,1,1,furnished,bachelors/family
tiruchirappalli,"thillai nagar, madurai road",43400,1552,3,3,semi-furnished,family
chennai,porur,27200,892,2,2,semi-furnished,bachelors/family
tiruchirappalli,"srirangam, madurai road",11300,677,2,1,unfurnished,family
sivakasi,kuthalingapuram,14200,857,2,2,unfurnished,bachelors/family
chennai,"pallikaranai, e coast road",27600,888,2,2,semi-furnished,bachelors/family
salem,gorimedu,26000,971,2,1,semi-furnished,bachelors/family
madurai,mattuthavani,46600,2061,4,2,unfurnished,bachelors/family
vellore,saidapet,22900,973,2,2,semi-furnished,bachelors/family
madurai,"suryapandian, melur road",27700,1065,2,1,unfurnished,bachelors/family
hosur,kelamangalam road,16300,604,1,1,furnished,bachelors/family
chennai,"thiruvanmiyur, jawaharlal nehru road",29400,1170,3,3,semi-furnished,bachelors
salem,"kondalampatti, trichy road",11000,591,1,1,semi-furnished,bachelors/family
villupuram,panruti road,15900,745,2,1,semi-furnished,family
tiruchirappalli,cantonment,25500,1163,3,2,unfurnished,bachelors
coimbatore,race course,21800,979,3,3,unfurnished,bachelors
chennai,"chromepet, mount road",15600,498,1,1,unfurnished,bachelors
vellore,thorapadi,18200,721,2,1,unfurnished,family
chennai,porur,30900,1028,2,1,unfurnished,bachelors
madurai,tallakulam,25700,905,2,2,semi-furnished,family
chennai,ambattur,57800,1925,4,3,unfurnished,family
kumbakonam,"swamimalai, swamimalai road",18500,730,2,1,semi-furnished,family
coimbatore,saibaba colony,55000,1985,4,4,furnished,bachelors/family
coimbatore,saibaba colony,22500,837,2,1,semi-furnished,bachelors/family
vellore,bagayam,16100,998,2,1,semi-furnished,bachelors/family
sivakasi,sivakasi town,25300,1086,2,2,furnished,family
nagercoil,"parvathipuram, vadasery main road",23700,1353,3,2,semi-furnished,bachelors/family
chennai,"medavakkam, arcot road",15300,471,1,1,unfurnished,bachelors/family
chennai,ambattur,41900,1489,3,2,unfurnished,family
thanjavur,vijayanagar,30100,1842,4,4,unfurnished,bachelors/family
kumbakonam,swamimalai,23400,927,2,1,semi-furnished,bachelors/family
coimbatore,saravanampatti,23300,845,2,2,unfurnished,bachelors/family
tiruchirappalli,kk nagar,16400,1000,2,1,semi-furnished,bachelors/family
madurai,"anna nagar, trichy road",63900,2090,4,4,semi-furnished,bachelors/family
chennai,tambaram,35200,1067,2,2,unfurnished,bachelors
tirunelveli,kk nagar,37900,1805,3,3,furnished,bachelors
hosur,kelamangalam road,17400,570,1,1,semi-furnished,family
coimbatore,kuniamuthur,14700,719,2,1,semi-furnished,bachelors
tiruppur,"veerapandi, dharapuram road",15000,483,1,1,furnished,bachelors/family
chennai,"mogappair, p h road",23600,1032,2,2,unfurnished,bachelors/family
tiruppur,"kumaran road, avinashi road",20700,863,2,1,unfurnished,bachelors
chennai,"perungudi, sardar patel road",15600,794,2,1,unfurnished,bachelors
coimbatore,gandhipuram,22000,988,2,1,unfurnished,bachelors/family
chennai,kodambakkam,16100,821,2,2,semi-furnished,bachelors/family
madurai,"kk nagar, bypass road",15000,639,1,1,semi-furnished,family
chennai,"mogappair, sardar patel road",49600,1307,3,3,semi-furnished,bachelors
sivakasi,"pallapatti, srivilliputhur road",30600,1442,3,3,unfurnished,bachelors
chennai,tambaram,13200,421,1,1,semi-furnished,bachelors
chennai,velachery,23300,827,2,2,unfurnished,bachelors
chennai,tambaram,21200,653,2,1,semi-furnished,family
madurai,simmakkal,22300,827,2,2,furnished,bachelors/family
coimbatore,"singanallur, trichy road",20200,928,2,1,unfurnished,bachelors/family
tiruppur,"veerapandi, dharapuram road",35500,1314,3,3,unfurnished,family
coimbatore,peelamedu,15700,737,1,1,unfurnished,family
chennai,"medavakkam, p h road",30200,850,2,2,semi-furnished,bachelors/family
tiruppur,kumaran road,39900,1409,3,3,semi-furnished,family
madurai,"kk nagar, bypass road",11200,562,1,1,furnished,bachelors/family
nagercoil,parvathipuram,19300,857,2,1,semi-furnished,bachelors
villupuram,villupuram town,9700,531,1,1,unfurnished,family
villupuram,tindivanam road,34300,1690,4,2,semi-furnished,bachelors
chennai,pallikaranai,18300,860,2,1,unfurnished,family
salem,"gorimedu, trichy road",28600,1448,3,3,semi-furnished,bachelors/family
thanjavur,voc nagar,9300,763,2,1,unfurnished,family
tiruchirappalli,karumandapam,21700,1052,2,1,semi-furnished,family
coimbatore,"saibaba colony, sathy road",23500,1022,2,1,furnished,bachelors/family
kanchipuram,"temple area, chennai road",42200,1613,3,2,semi-furnished,bachelors
tiruppur,"mangalam road, palladam road",18400,891,2,1,semi-furnished,bachelors/family
chennai,nungambakkam,16400,635,1,1,unfurnished,bachelors
vellore,saidapet,21200,1093,3,2,unfurnished,bachelors/family
erode,"sathy road, bhavani road",13400,538,1,1,semi-furnished,bachelors
coimbatore,"race course, sathy road",21200,1005,2,2,unfurnished,bachelors/family
dindigul,railway station area,21200,1044,2,1,semi-furnished,bachelors/family
cuddalore,"old town, main road",25300,1122,3,2,unfurnished,bachelors
chennai,"velachery, inner ring road",31300,843,2,2,furnished,bachelors
cuddalore,"panruti road, main road",22300,1055,2,2,unfurnished,bachelors
chennai,"porur, gst road",47800,1429,3,3,semi-furnished,family
coimbatore,"saravanampatti, trichy road",36300,1094,2,2,unfurnished,family
chennai,"sholinganallur, mount road",29500,1166,2,2,unfurnished,bachelors/family
coimbatore,"kalapatti, trichy road",12900,597,1,1,unfurnished,bachelors/family
chennai,ambattur,11200,559,1,1,semi-furnished,bachelors/family
villupuram,vikravandi road,13900,1002,2,1,unfurnished,family
salem,fairlands,16500,910,2,2,unfurnished,bachelors
coimbatore,vadavalli,47200,1727,4,2,unfurnished,bachelors/family
chennai,thiruvanmiyur,13700,473,1,1,furnished,bachelors
chennai,adyar,14000,524,1,1,furnished,family
coimbatore,peelamedu,14900,528,1,1,unfurnished,bachelors
madurai,"kk nagar, melur road",27700,1343,3,2,semi-furnished,bachelors/family
karur,sungagate,9900,818,2,1,unfurnished,family
chennai,kodambakkam,14900,600,1,1,semi-furnished,bachelors/family
chennai,perungudi,29900,1053,3,2,unfurnished,bachelors/family
sivakasi,"kuthalingapuram, srivilliputhur road",13800,636,2,2,furnished,family
chennai,thoraipakkam,16300,812,2,1,unfurnished,family
chennai,adyar,18900,758,1,1,semi-furnished,family
vellore,gandhi nagar,37700,1512,3,2,unfurnished,bachelors/family
nagercoil,"ramavarmapuram, vadasery main road",22500,1228,3,3,unfurnished,bachelors/family
chennai,mogappair,32300,1536,3,2,unfurnished,family
madurai,"suryapandian, bypass road",14200,488,1,1,furnished,family
chennai,mogappair,30100,1328,3,2,semi-furnished,bachelors
tirunelveli,"thachanallur, tenkasi road",18000,725,2,2,unfurnished,bachelors/family
coimbatore,kalapatti,18400,908,2,1,semi-furnished,bachelors/family
chennai,"tambaram, mount road",27900,879,2,2,semi-furnished,bachelors/family
tiruppur,"veerapandi, palladam road",13500,872,2,2,semi-furnished,bachelors/family
chennai,ambattur,17100,744,2,1,unfurnished,bachelors
thoothukudi,"junction, tuticorin main road",10100,778,2,2,unfurnished,family
vellore,"sathuvachari, bangalore road",48500,1560,3,2,semi-furnished,bachelors
madurai,"ss colony, bypass road",27000,910,2,2,semi-furnished,bachelors/family
chennai,"vadapalani, e coast road",19200,575,1,1,semi-furnished,bachelors
erode,bhavani road,11000,414,1,1,unfurnished,bachelors/family
chennai,kodambakkam,22200,707,1,1,unfurnished,bachelors/family
chennai,perungudi,23500,687,1,1,semi-furnished,bachelors/family
tiruchirappalli,"srirangam, karur bypass",41100,1306,3,2,semi-furnished,bachelors
tiruchirappalli,srirangam,11200,674,1,1,furnished,family
chennai,kilpauk,15600,641,2,1,semi-furnished,bachelors/family
vellore,saidapet,19600,1222,3,2,semi-furnished,bachelors
chennai,thiruvanmiyur,29200,898,2,2,unfurnished,bachelors/family
tiruchirappalli,ponmalai,16000,731,2,1,unfurnished,family
vellore,sathuvachari,29100,1019,2,2,furnished,bachelors
chennai,mylapore,29300,834,2,2,furnished,bachelors/family
coimbatore,"saibaba colony, mettupalayam road",68700,1742,4,2,furnished,family
madurai,"simmakkal, trichy road",13800,672,1,1,semi-furnished,family
erode,"karungalpalayam, perundurai road",29600,1171,2,2,unfurnished,bachelors/family
tiruchirappalli,"panjappur, madurai road",29000,1439,3,3,unfurnished,family
coimbatore,"vadavalli, avinashi road",44500,1413,3,2,furnished,bachelors
madurai,"tallakulam, melur road",20700,1173,2,1,unfurnished,bachelors/family
thoothukudi,millerpuram,6800,442,1,1,semi-furnished,bachelors/family
vellore,saidapet,9800,603,1,1,furnished,bachelors/family
thoothukudi,"millerpuram, tuticorin main road",11700,647,1,1,unfurnished,bachelors
chennai,kodambakkam,18500,629,2,2,unfurnished,bachelors
chennai,sholinganallur,14500,604,1,1,unfurnished,family
nagercoil,"vattakottai, vadasery main road",20200,1348,3,3,semi-furnished,bachelors/family
cuddalore,nellikuppam road,21900,1556,3,3,semi-furnished,family
karur,"velliyanai road, salem road",13800,712,1,1,unfurnished,bachelors/family
chennai,"porur, inner ring road",20200,649,1,1,unfurnished,family
sivakasi,sivakasi town,7300,505,1,1,semi-furnished,bachelors
chennai,mogappair,20700,736,1,1,semi-furnished,family
chennai,"sholinganallur, inner ring road",21500,748,1,1,semi-furnished,family
coimbatore,"vadavalli, avinashi road",36900,1569,3,2,furnished,family
coimbatore,gandhipuram,18900,575,1,1,semi-furnished,bachelors
tiruchirappalli,ponmalai,13400,609,1,1,semi-furnished,bachelors/family
sivakasi,kuthalingapuram,19300,937,2,2,unfurnished,family
chennai,"medavakkam, arcot road",32400,1474,3,2,semi-furnished,family
thoothukudi,muthiahpuram,12500,957,2,1,semi-furnished,bachelors/family
tiruppur,"veerapandi, dharapuram road",26600,936,2,2,semi-furnished,bachelors/family
tiruchirappalli,thuvakudi,12400,617,1,1,semi-furnished,family
chennai,mylapore,42500,1756,3,2,unfurnished,bachelors
tirunelveli,melapalayam,19100,661,1,1,furnished,bachelors/family
vellore,saidapet,13700,629,1,1,semi-furnished,bachelors
vellore,"sathuvachari, bangalore road",22900,1138,2,1,furnished,bachelors
salem,ammapet,26900,991,2,2,unfurnished,bachelors/family
chennai,vadapalani,20300,693,2,2,furnished,bachelors/family
chennai,nungambakkam,16500,713,1,1,furnished,bachelors/family
salem,"fairlands, trichy road",34300,1494,3,2,unfurnished,bachelors
kumbakonam,"aduthurai road, darasuram road",12400,561,1,1,unfurnished,bachelors/family
erode,thindal,20100,844,2,2,semi-furnished,bachelors/family
tirunelveli,thachanallur,25000,1320,3,2,semi-furnished,bachelors/family
tiruchirappalli,srirangam,15900,814,2,2,furnished,bachelors/family
villupuram,tindivanam road,39300,1682,3,3,semi-furnished,family
chennai,"sholinganallur, jawaharlal nehru road",26300,856,2,2,semi-furnished,bachelors/family
tirunelveli,"town, tenkasi road",46400,1659,3,2,semi-furnished,family
kumbakonam,"aduthurai road, swamimalai road",11700,605,1,1,unfurnished,bachelors/family
karur,sungagate,20200,1145,2,1,unfurnished,bachelors/family
thoothukudi,junction,8200,421,1,1,unfurnished,bachelors/family
tirunelveli,"thachanallur, madurai road",19100,952,2,2,unfurnished,family
chennai,"tambaram, e coast road",36300,1461,3,2,unfurnished,bachelors
sivakasi,"kuthalingapuram, sattur road",23200,923,2,2,furnished,bachelors
chennai,"pallikaranai, sardar patel road",36200,1104,3,3,semi-furnished,family
chennai,"adyar, mount road",35800,1102,2,2,unfurnished,bachelors/family
tiruchirappalli,"thillai nagar, tanjore road",15100,912,2,2,unfurnished,bachelors
salem,meiyanur,14700,765,2,2,unfurnished,bachelors/family
chennai,"velachery, mount road",19200,771,2,2,semi-furnished,bachelors/family
dindigul,"natham road, madurai road",9600,592,1,1,unfurnished,family
salem,"ammapet, trichy road",13000,615,1,1,furnished,family
salem,alagapuram,10000,662,1,1,semi-furnished,family
tiruchirappalli,panjappur,16300,609,1,1,unfurnished,bachelors
hosur,"sipcot, bangalore road",19100,654,1,1,unfurnished,family
erode,"veerappanchatram, bhavani road",31000,1055,2,2,furnished,bachelors
salem,hasthampatti,21800,1126,2,1,unfurnished,family
coimbatore,saibaba colony,65900,1731,3,2,semi-furnished,family
tiruchirappalli,"manachanallur, madurai road",29700,1934,4,4,unfurnished,bachelors/family
karur,sungagate,23600,1729,4,2,semi-furnished,bachelors/family
chennai,thoraipakkam,13800,447,1,1,furnished,family
chennai,"sholinganallur, arcot road",27200,1015,2,2,unfurnished,bachelors/family
hosur,kelamangalam road,41300,1163,3,2,semi-furnished,family
erode,karungalpalayam,22100,691,1,1,furnished,family
chennai,"adyar, e coast road",18800,850,2,2,unfurnished,bachelors/family
chennai,"thiruvanmiyur, p h road",18100,777,1,1,semi-furnished,bachelors/family
thanjavur,thanjavur town,11400,632,1,1,semi-furnished,bachelors/family
nagercoil,"kottar, vadasery main road",6900,546,1,1,unfurnished,bachelors/family
salem,alagapuram,18000,709,2,1,semi-furnished,bachelors/family
cuddalore,"nellikuppam road, chidambaram road",17100,713,2,1,semi-furnished,family
hosur,sipcot,16900,789,2,1,semi-furnished,family
tiruchirappalli,"manachanallur, madurai road",21000,975,2,1,furnished,bachelors/family
erode,karungalpalayam,16700,783,1,1,furnished,family
chennai,"thiruvanmiyur, e coast road",21800,637,1,1,semi-furnished,bachelors/family
tiruchirappalli,"cantonment, tanjore road",23300,998,2,1,semi-furnished,family
thanjavur,voc nagar,35000,1288,3,2,semi-furnished,bachelors/family
chennai,anna nagar,27800,938,2,2,semi-furnished,bachelors/family
coimbatore,"gandhipuram, avinashi road",44000,1436,3,2,unfurnished,bachelors/family
madurai,"suryapandian, bypass road",12000,485,1,1,semi-furnished,bachelors
erode,karungalpalayam,20400,853,2,1,semi-furnished,bachelors
chennai,"anna nagar, old mahabalipuram road",24500,1097,3,3,semi-furnished,bachelors/family
tiruppur,"uthukuli road, dharapuram road",11500,599,1,1,unfurnished,family
cuddalore,"nellikuppam road, main road",7300,466,1,1,unfurnished,bachelors/family
madurai,villapuram,29700,1962,4,4,unfurnished,bachelors/family
chennai,vadapalani,21300,946,2,1,unfurnished,family
cuddalore,"semmandalam, chidambaram road",13500,929,2,2,furnished,bachelors/family
chennai,"t nagar, arcot road",21800,880,2,2,furnished,bachelors
chennai,vadapalani,22200,857,2,2,unfurnished,family
chennai,porur,37100,1266,3,2,unfurnished,bachelors
chennai,kodambakkam,18800,587,1,1,semi-furnished,bachelors/family
hosur,bagalur road,15700,576,1,1,semi-furnished,bachelors/family
chennai,velachery,27100,746,1,1,semi-furnished,bachelors
chennai,porur,57600,2029,4,4,semi-furnished,family
coimbatore,peelamedu,29900,1140,2,2,semi-furnished,bachelors/family
thanjavur,"vijayanagar, medical college road",27600,1575,3,3,semi-furnished,family
chennai,"nungambakkam, gst road",57700,1774,3,2,furnished,bachelors/family
villupuram,tindivanam road,16600,871,2,2,unfurnished,bachelors/family
chennai,"medavakkam, sardar patel road",16500,592,1,1,unfurnished,bachelors
salem,"sodal, bangalore bypass",31900,1382,3,3,unfurnished,bachelors
coimbatore,singanallur,40900,1211,3,2,semi-furnished,bachelors/family
tiruchirappalli,"kk nagar, madurai road",13900,940,2,2,unfurnished,bachelors
salem,"suramangalam, erode road",49200,2120,4,4,semi-furnished,bachelors/family
chennai,thiruvanmiyur,17500,873,2,1,unfurnished,bachelors
tiruchirappalli,thillai nagar,43100,1799,3,3,semi-furnished,bachelors/family
chennai,"sholinganallur, jawaharlal nehru road",25400,743,1,1,semi-furnished,family
thoothukudi,"muthiahpuram, harbour road",44900,1615,3,2,furnished,bachelors/family
chennai,vadapalani,36900,1452,3,2,unfurnished,bachelors/family
salem,ammapet,17200,748,2,1,unfurnished,family
madurai,"simmakkal, melur road",31000,1278,3,2,furnished,bachelors
chennai,pallikaranai,23900,750,2,1,unfurnished,bachelors/family
erode,"thindal, bhavani road",12300,633,1,1,unfurnished,bachelors
madurai,suryapandian,20300,915,2,1,unfurnished,bachelors/family
madurai,"ss colony, melur road",9700,525,1,1,semi-furnished,bachelors/family
coimbatore,"vadavalli, mettupalayam road",19100,731,2,2,semi-furnished,bachelors/family
chennai,nungambakkam,23200,637,1,1,semi-furnished,family
erode,karungalpalayam,22600,857,2,1,unfurnished,bachelors
tiruchirappalli,"thuvakudi, karur bypass",15100,745,1,1,furnished,bachelors/family
tirunelveli,town,8700,503,1,1,semi-furnished,family
madurai,mattuthavani,35400,1309,3,3,semi-furnished,bachelors
tiruppur,palladam road,16800,989,2,1,semi-furnished,family
tirunelveli,melapalayam,59500,2362,4,3,semi-furnished,bachelors/family
salem,"alagapuram, trichy road",16600,571,1,1,semi-furnished,bachelors/family
nagercoil,kottar,15400,669,2,2,furnished,family
karur,"karur town, trichy road",13100,842,2,2,unfurnished,bachelors
chennai,"thiruvanmiyur, sardar patel road",20100,953,2,2,semi-furnished,family
chennai,"thiruvanmiyur, sardar patel road",23100,1052,3,3,unfurnished,bachelors
